Inflections: 3180 forms
Lemma	Form	Analysis (UniMorph)
girtin	girt-ibêt-yan-ît	V;PRS;PRF;SBJV;ArgAB2S;ArgER3P
girtin	girt-ibêt-îş-ît	V;PRS;PRF;SBJV;ArgAB2S;[ÎŞ]
girtin	girt-ibêt-îş-im-ît	V;PRS;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER1S
girtin	girt-ibêt-îş-ît-î	V;PRS;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER3S
girtin	girt-ibêt-îş-man-ît	V;PRS;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER1P
girtin	girt-ibêt-îş-yan-ît	V;PRS;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER3P
girtin	girt-ibêt-im	V;PRS;PRF;SBJV;ArgAB3S;ArgER1S
girtin	girt-ibêt-it	V;PRS;PRF;SBJV;ArgAB3S;ArgER2S
girtin	girt-ibêt-î	V;PRS;PRF;SBJV;ArgAB3S;ArgER3S
girtin	girt-ibêt-man	V;PRS;PRF;SBJV;ArgAB3S;ArgER1P
girtin	girt-ibêt-tan	V;PRS;PRF;SBJV;ArgAB3S;ArgER2P
girtin	girt-ibêt-yan	V;PRS;PRF;SBJV;ArgAB3S;ArgER3P
girtin	girt-ibêt-îş	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ]
girtin	girt-ibêt-îş-im	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER1S
girtin	girt-ibêt-îş-it	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER2S
girtin	girt-ibêt-îş-î	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER3S
girtin	girt-ibêt-îş-man	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER1P
girtin	girt-ibêt-îş-tan	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER2P
girtin	girt-ibêt-îş-yan	V;PRS;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER3P
girtin	girt-ibêt-it-în	V;PRS;PRF;SBJV;ArgAB1P;ArgER2S
girtin	girt-ibêt-în-î	V;PRS;PRF;SBJV;ArgAB1P;ArgER3S
girtin	girt-ibêt-tan-în	V;PRS;PRF;SBJV;ArgAB1P;ArgER2P
girtin	girt-ibêt-yan-în	V;PRS;PRF;SBJV;ArgAB1P;ArgER3P
girtin	girt-ibêt-îş-în	V;PRS;PRF;SBJV;ArgAB1P;[ÎŞ]
girtin	girt-ibêt-îş-it-în	V;PRS;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER2S
girtin	girt-ibêt-îş-în-î	V;PRS;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER3S
girtin	girt-ibêt-îş-tan-în	V;PRS;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER2P
girtin	girt-ibêt-îş-yan-în	V;PRS;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER3P
girtin	girt-ibêt-im-in	V;PRS;PRF;SBJV;ArgAB2P;ArgER1S
girtin	girt-ibêt-in-î	V;PRS;PRF;SBJV;ArgAB2P;ArgER3S
girtin	girt-ibêt-man-in	V;PRS;PRF;SBJV;ArgAB2P;ArgER1P
girtin	girt-ibêt-yan-in	V;PRS;PRF;SBJV;ArgAB2P;ArgER3P
girtin	girt-ibêt-îş-in	V;PRS;PRF;SBJV;ArgAB2P;[ÎŞ]
girtin	girt-ibêt-îş-im-in	V;PRS;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER1S
girtin	girt-ibêt-îş-in-î	V;PRS;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER3S
girtin	girt-ibêt-îş-man-in	V;PRS;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER1P
girtin	girt-ibêt-îş-yan-in	V;PRS;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER3P
girtin	girt-ibêt-im-in	V;PRS;PRF;SBJV;ArgAB3P;ArgER1S
girtin	girt-ibêt-it-in	V;PRS;PRF;SBJV;ArgAB3P;ArgER2S
girtin	girt-ibêt-in-î	V;PRS;PRF;SBJV;ArgAB3P;ArgER3S
girtin	girt-ibêt-man-in	V;PRS;PRF;SBJV;ArgAB3P;ArgER1P
girtin	girt-ibêt-tan-in	V;PRS;PRF;SBJV;ArgAB3P;ArgER2P
girtin	girt-ibêt-yan-in	V;PRS;PRF;SBJV;ArgAB3P;ArgER3P
girtin	girt-ibêt-îş-in	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ]
girtin	girt-ibêt-îş-im-in	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER1S
girtin	girt-ibêt-îş-it-in	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER2S
girtin	girt-ibêt-îş-in-î	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER3S
girtin	girt-ibêt-îş-man-in	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER1P
girtin	girt-ibêt-îş-tan-in	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER2P
girtin	girt-ibêt-îş-yan-in	V;PRS;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER3P
girtin	girt-ibû-m	V;PST;PRF;IND;ArgAB1S
girtin	girt-ibû-yt	V;PST;PRF;IND;ArgAB2S
girtin	girt-ibû	V;PST;PRF;IND;ArgAB3S
girtin	girt-ibû-yn	V;PST;PRF;IND;ArgAB1P
girtin	girt-ibû-n	V;PST;PRF;IND;ArgAB2P
girtin	girt-ibû-n	V;PST;PRF;IND;ArgAB3P
girtin	girt-ibû-t-im	V;PST;PRF;IND;ArgAB1S;ArgER2S
girtin	girt-ibû-m-î	V;PST;PRF;IND;ArgAB1S;ArgER3S
girtin	girt-ibû-tan-im	V;PST;PRF;IND;ArgAB1S;ArgER2P
girtin	girt-ibû-yan-im	V;PST;PRF;IND;ArgAB1S;ArgER3P
girtin	girt-ibû-ş-im	V;PST;PRF;IND;ArgAB1S;[ÎŞ]
girtin	girt-ibû-ş-it-im	V;PST;PRF;IND;ArgAB1S;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-im-î	V;PST;PRF;IND;ArgAB1S;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-tan-im	V;PST;PRF;IND;ArgAB1S;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-im	V;PST;PRF;IND;ArgAB1S;[ÎŞ];ArgER3P
girtin	girt-ibû-m-ît	V;PST;PRF;IND;ArgAB2S;ArgER1S
girtin	girt-ibû-yt-î	V;PST;PRF;IND;ArgAB2S;ArgER3S
girtin	girt-ibû-man-ît	V;PST;PRF;IND;ArgAB2S;ArgER1P
girtin	girt-ibû-yan-ît	V;PST;PRF;IND;ArgAB2S;ArgER3P
girtin	girt-ibû-ş-ît	V;PST;PRF;IND;ArgAB2S;[ÎŞ]
girtin	girt-ibû-ş-im-ît	V;PST;PRF;IND;ArgAB2S;[ÎŞ];ArgER1S
girtin	girt-ibû-yş-ît-î	V;PST;PRF;IND;ArgAB2S;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-ît	V;PST;PRF;IND;ArgAB2S;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-yan-ît	V;PST;PRF;IND;ArgAB2S;[ÎŞ];ArgER3P
girtin	girt-ibû-m	V;PST;PRF;IND;ArgAB3S;ArgER1S
girtin	girt-ibû-t	V;PST;PRF;IND;ArgAB3S;ArgER2S
girtin	girt-ibû-y	V;PST;PRF;IND;ArgAB3S;ArgER3S
girtin	girt-ibû-man	V;PST;PRF;IND;ArgAB3S;ArgER1P
girtin	girt-ibû-tan	V;PST;PRF;IND;ArgAB3S;ArgER2P
girtin	girt-ibû-yan	V;PST;PRF;IND;ArgAB3S;ArgER3P
girtin	girt-ibû-ş	V;PST;PRF;IND;ArgAB3S;[ÎŞ]
girtin	girt-ibû-ş-im	V;PST;PRF;IND;ArgAB3S;[ÎŞ];ArgER1S
girtin	girt-ibû-ş-it	V;PST;PRF;IND;ArgAB3S;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-î	V;PST;PRF;IND;ArgAB3S;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man	V;PST;PRF;IND;ArgAB3S;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-tan	V;PST;PRF;IND;ArgAB3S;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan	V;PST;PRF;IND;ArgAB3S;[ÎŞ];ArgER3P
girtin	girt-ibû-t-în	V;PST;PRF;IND;ArgAB1P;ArgER2S
girtin	girt-ibû-yn-î	V;PST;PRF;IND;ArgAB1P;ArgER3S
girtin	girt-ibû-tan-în	V;PST;PRF;IND;ArgAB1P;ArgER2P
girtin	girt-ibû-yan-în	V;PST;PRF;IND;ArgAB1P;ArgER3P
girtin	girt-ibû-ş-în	V;PST;PRF;IND;ArgAB1P;[ÎŞ]
girtin	girt-ibû-ş-it-în	V;PST;PRF;IND;ArgAB1P;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-în-î	V;PST;PRF;IND;ArgAB1P;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-tan-în	V;PST;PRF;IND;ArgAB1P;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-în	V;PST;PRF;IND;ArgAB1P;[ÎŞ];ArgER3P
girtin	girt-ibû-m-in	V;PST;PRF;IND;ArgAB2P;ArgER1S
girtin	girt-ibû-n-î	V;PST;PRF;IND;ArgAB2P;ArgER3S
girtin	girt-ibû-man-in	V;PST;PRF;IND;ArgAB2P;ArgER1P
girtin	girt-ibû-yan-in	V;PST;PRF;IND;ArgAB2P;ArgER3P
girtin	girt-ibû-ş-in	V;PST;PRF;IND;ArgAB2P;[ÎŞ]
girtin	girt-ibû-ş-im-in	V;PST;PRF;IND;ArgAB2P;[ÎŞ];ArgER1S
girtin	girt-ibû-yş-in-î	V;PST;PRF;IND;ArgAB2P;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-in	V;PST;PRF;IND;ArgAB2P;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-yan-in	V;PST;PRF;IND;ArgAB2P;[ÎŞ];ArgER3P
girtin	girt-ibû-m-in	V;PST;PRF;IND;ArgAB3P;ArgER1S
girtin	girt-ibû-t-in	V;PST;PRF;IND;ArgAB3P;ArgER2S
girtin	girt-ibû-n-î	V;PST;PRF;IND;ArgAB3P;ArgER3S
girtin	girt-ibû-man-in	V;PST;PRF;IND;ArgAB3P;ArgER1P
girtin	girt-ibû-tan-in	V;PST;PRF;IND;ArgAB3P;ArgER2P
girtin	girt-ibû-yan-in	V;PST;PRF;IND;ArgAB3P;ArgER3P
girtin	girt-ibû-ş-in	V;PST;PRF;IND;ArgAB3P;[ÎŞ]
girtin	girt-ibû-ş-im-in	V;PST;PRF;IND;ArgAB3P;[ÎŞ];ArgER1S
girtin	girt-ibû-ş-it-in	V;PST;PRF;IND;ArgAB3P;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-in-î	V;PST;PRF;IND;ArgAB3P;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-in	V;PST;PRF;IND;ArgAB3P;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-tan-in	V;PST;PRF;IND;ArgAB3P;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-in	V;PST;PRF;IND;ArgAB3P;[ÎŞ];ArgER3P
girtin	girt-ibû-m-aye	V;PST;PRF;SBJV;ArgAB1S
girtin	girt-ibû-yt-aye	V;PST;PRF;SBJV;ArgAB2S
girtin	girt-ibuw-aye	V;PST;PRF;SBJV;ArgAB3S
girtin	girt-ibû-yn-aye	V;PST;PRF;SBJV;ArgAB1P
girtin	girt-ibû-n-aye	V;PST;PRF;SBJV;ArgAB2P
girtin	girt-ibû-n-aye	V;PST;PRF;SBJV;ArgAB3P
girtin	girt-ibû-t-im-aye	V;PST;PRF;SBJV;ArgAB1S;ArgER2S
girtin	girt-ibû-m-y-aye	V;PST;PRF;SBJV;ArgAB1S;ArgER3S
girtin	girt-ibû-tan-im-aye	V;PST;PRF;SBJV;ArgAB1S;ArgER2P
girtin	girt-ibû-yan-im-aye	V;PST;PRF;SBJV;ArgAB1S;ArgER3P
girtin	girt-ibû-ş-im-aye	V;PST;PRF;SBJV;ArgAB1S;[ÎŞ]
girtin	girt-ibû-ş-it-im-aye	V;PST;PRF;SBJV;ArgAB1S;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-im-y-aye	V;PST;PRF;SBJV;ArgAB1S;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-tan-im-aye	V;PST;PRF;SBJV;ArgAB1S;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-im-aye	V;PST;PRF;SBJV;ArgAB1S;[ÎŞ];ArgER3P
girtin	girt-ibû-m-ît-aye	V;PST;PRF;SBJV;ArgAB2S;ArgER1S
girtin	girt-ibû-yt-y-aye	V;PST;PRF;SBJV;ArgAB2S;ArgER3S
girtin	girt-ibû-man-ît-aye	V;PST;PRF;SBJV;ArgAB2S;ArgER1P
girtin	girt-ibû-yan-ît-aye	V;PST;PRF;SBJV;ArgAB2S;ArgER3P
girtin	girt-ibû-ş-ît-aye	V;PST;PRF;SBJV;ArgAB2S;[ÎŞ]
girtin	girt-ibû-ş-im-ît-aye	V;PST;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER1S
girtin	girt-ibû-yş-ît-y-aye	V;PST;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-ît-aye	V;PST;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-yan-ît-aye	V;PST;PRF;SBJV;ArgAB2S;[ÎŞ];ArgER3P
girtin	girt-ibû-m-aye	V;PST;PRF;SBJV;ArgAB3S;ArgER1S
girtin	girt-ibû-t-aye	V;PST;PRF;SBJV;ArgAB3S;ArgER2S
girtin	girt-ibû-y-aye	V;PST;PRF;SBJV;ArgAB3S;ArgER3S
girtin	girt-ibû-man-aye	V;PST;PRF;SBJV;ArgAB3S;ArgER1P
girtin	girt-ibû-tan-aye	V;PST;PRF;SBJV;ArgAB3S;ArgER2P
girtin	girt-ibû-yan-aye	V;PST;PRF;SBJV;ArgAB3S;ArgER3P
girtin	girt-ibû-ş-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ]
girtin	girt-ibû-ş-im-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER1S
girtin	girt-ibû-ş-it-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-y-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-tan-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-aye	V;PST;PRF;SBJV;ArgAB3S;[ÎŞ];ArgER3P
girtin	girt-ibû-t-în-aye	V;PST;PRF;SBJV;ArgAB1P;ArgER2S
girtin	girt-ibû-yn-y-aye	V;PST;PRF;SBJV;ArgAB1P;ArgER3S
girtin	girt-ibû-tan-în-aye	V;PST;PRF;SBJV;ArgAB1P;ArgER2P
girtin	girt-ibû-yan-în-aye	V;PST;PRF;SBJV;ArgAB1P;ArgER3P
girtin	girt-ibû-ş-în-aye	V;PST;PRF;SBJV;ArgAB1P;[ÎŞ]
girtin	girt-ibû-ş-it-în-aye	V;PST;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-în-y-aye	V;PST;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-tan-în-aye	V;PST;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-în-aye	V;PST;PRF;SBJV;ArgAB1P;[ÎŞ];ArgER3P
girtin	girt-ibû-m-in-aye	V;PST;PRF;SBJV;ArgAB2P;ArgER1S
girtin	girt-ibû-n-y-aye	V;PST;PRF;SBJV;ArgAB2P;ArgER3S
girtin	girt-ibû-man-in-aye	V;PST;PRF;SBJV;ArgAB2P;ArgER1P
girtin	girt-ibû-yan-in-aye	V;PST;PRF;SBJV;ArgAB2P;ArgER3P
girtin	girt-ibû-ş-in-aye	V;PST;PRF;SBJV;ArgAB2P;[ÎŞ]
girtin	girt-ibû-ş-im-in-aye	V;PST;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER1S
girtin	girt-ibû-yş-in-y-aye	V;PST;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-in-aye	V;PST;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-yan-in-aye	V;PST;PRF;SBJV;ArgAB2P;[ÎŞ];ArgER3P
girtin	girt-ibû-m-in-aye	V;PST;PRF;SBJV;ArgAB3P;ArgER1S
girtin	girt-ibû-t-in-aye	V;PST;PRF;SBJV;ArgAB3P;ArgER2S
girtin	girt-ibû-n-y-aye	V;PST;PRF;SBJV;ArgAB3P;ArgER3S
girtin	girt-ibû-man-in-aye	V;PST;PRF;SBJV;ArgAB3P;ArgER1P
girtin	girt-ibû-tan-in-aye	V;PST;PRF;SBJV;ArgAB3P;ArgER2P
girtin	girt-ibû-yan-in-aye	V;PST;PRF;SBJV;ArgAB3P;ArgER3P
girtin	girt-ibû-ş-in-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ]
girtin	girt-ibû-ş-im-in-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER1S
girtin	girt-ibû-ş-it-in-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER2S
girtin	girt-ibû-yş-in-y-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER3S
girtin	girt-ibû-ş-man-in-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER1P
girtin	girt-ibû-ş-tan-in-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER2P
girtin	girt-ibû-ş-yan-in-aye	V;PST;PRF;SBJV;ArgAB3P;[ÎŞ];ArgER3P
girtin	de-gir-im-ewe	V;PRS;IND;ArgNO1S;[EWE]
girtin	de-gir-im-e	V;PRS;IND;ArgNO1S;[E]
girtin	de-gir-ît-ewe	V;PRS;IND;ArgNO2S;[EWE]
girtin	de-gir-ît-e	V;PRS;IND;ArgNO2S;[E]
girtin	de-gir-êt-ewe	V;PRS;IND;ArgNO3S;[EWE]
girtin	de-gir-êt-e	V;PRS;IND;ArgNO3S;[E]
girtin	de-gir-în-ewe	V;PRS;IND;ArgNO1P;[EWE]
girtin	de-gir-în-e	V;PRS;IND;ArgNO1P;[E]
girtin	de-gir-in-ewe	V;PRS;IND;ArgNO2P;[EWE]
girtin	de-gir-in-e	V;PRS;IND;ArgNO2P;[E]
girtin	de-gir-in-ewe	V;PRS;IND;ArgNO3P;[EWE]
girtin	de-gir-in-e	V;PRS;IND;ArgNO3P;[E]
girtin	de-t-gir-im-ewe	V;PRS;IND;ArgNO1S;ArgAC2S;[EWE]
girtin	de-t-gir-im-e	V;PRS;IND;ArgNO1S;ArgAC2S;[E]
girtin	de-y-gir-im-ewe	V;PRS;IND;ArgNO1S;ArgAC3S;[EWE]
girtin	de-y-gir-im-e	V;PRS;IND;ArgNO1S;ArgAC3S;[E]
girtin	de-tan-gir-im-ewe	V;PRS;IND;ArgNO1S;ArgAC2P;[EWE]
girtin	de-tan-gir-im-e	V;PRS;IND;ArgNO1S;ArgAC2P;[E]
girtin	de-yan-gir-im-ewe	V;PRS;IND;ArgNO1S;ArgAC3P;[EWE]
girtin	de-yan-gir-im-e	V;PRS;IND;ArgNO1S;ArgAC3P;[E]
girtin	de-ş-gir-im-ewe	V;PRS;IND;ArgNO1S;[ÎŞ];[EWE]
girtin	de-ş-gir-im-e	V;PRS;IND;ArgNO1S;[ÎŞ];[E]
girtin	de-ş-it-gir-im-ewe	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC2S;[EWE]
girtin	de-ş-it-gir-im-e	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC2S;[E]
girtin	de-ş-î-gir-im-ewe	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC3S;[EWE]
girtin	de-ş-î-gir-im-e	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC3S;[E]
girtin	de-ş-tan-gir-im-ewe	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC2P;[EWE]
girtin	de-ş-tan-gir-im-e	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC2P;[E]
girtin	de-ş-yan-gir-im-ewe	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC3P;[EWE]
girtin	de-ş-yan-gir-im-e	V;PRS;IND;ArgNO1S;[ÎŞ];ArgAC3P;[E]
girtin	de-m-gir-ît-ewe	V;PRS;IND;ArgNO2S;ArgAC1S;[EWE]
girtin	de-m-gir-ît-e	V;PRS;IND;ArgNO2S;ArgAC1S;[E]
girtin	de-y-gir-ît-ewe	V;PRS;IND;ArgNO2S;ArgAC3S;[EWE]
girtin	de-y-gir-ît-e	V;PRS;IND;ArgNO2S;ArgAC3S;[E]
girtin	de-man-gir-ît-ewe	V;PRS;IND;ArgNO2S;ArgAC1P;[EWE]
girtin	de-man-gir-ît-e	V;PRS;IND;ArgNO2S;ArgAC1P;[E]
girtin	de-yan-gir-ît-ewe	V;PRS;IND;ArgNO2S;ArgAC3P;[EWE]
girtin	de-yan-gir-ît-e	V;PRS;IND;ArgNO2S;ArgAC3P;[E]
girtin	de-ş-gir-ît-ewe	V;PRS;IND;ArgNO2S;[ÎŞ];[EWE]
girtin	de-ş-gir-ît-e	V;PRS;IND;ArgNO2S;[ÎŞ];[E]
girtin	de-ş-im-gir-ît-ewe	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC1S;[EWE]
girtin	de-ş-im-gir-ît-e	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC1S;[E]
girtin	de-ş-î-gir-ît-ewe	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC3S;[EWE]
girtin	de-ş-î-gir-ît-e	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC3S;[E]
girtin	de-ş-man-gir-ît-ewe	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC1P;[EWE]
girtin	de-ş-man-gir-ît-e	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC1P;[E]
girtin	de-ş-yan-gir-ît-ewe	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC3P;[EWE]
girtin	de-ş-yan-gir-ît-e	V;PRS;IND;ArgNO2S;[ÎŞ];ArgAC3P;[E]
girtin	de-m-gir-êt-ewe	V;PRS;IND;ArgNO3S;ArgAC1S;[EWE]
girtin	de-m-gir-êt-e	V;PRS;IND;ArgNO3S;ArgAC1S;[E]
girtin	de-t-gir-êt-ewe	V;PRS;IND;ArgNO3S;ArgAC2S;[EWE]
girtin	de-t-gir-êt-e	V;PRS;IND;ArgNO3S;ArgAC2S;[E]
girtin	de-y-gir-êt-ewe	V;PRS;IND;ArgNO3S;ArgAC3S;[EWE]
girtin	de-y-gir-êt-e	V;PRS;IND;ArgNO3S;ArgAC3S;[E]
girtin	de-man-gir-êt-ewe	V;PRS;IND;ArgNO3S;ArgAC1P;[EWE]
girtin	de-man-gir-êt-e	V;PRS;IND;ArgNO3S;ArgAC1P;[E]
girtin	de-tan-gir-êt-ewe	V;PRS;IND;ArgNO3S;ArgAC2P;[EWE]
girtin	de-tan-gir-êt-e	V;PRS;IND;ArgNO3S;ArgAC2P;[E]
girtin	de-yan-gir-êt-ewe	V;PRS;IND;ArgNO3S;ArgAC3P;[EWE]
girtin	de-yan-gir-êt-e	V;PRS;IND;ArgNO3S;ArgAC3P;[E]
girtin	de-ş-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];[EWE]
girtin	de-ş-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];[E]
girtin	de-ş-im-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC1S;[EWE]
girtin	de-ş-im-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC1S;[E]
girtin	de-ş-it-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC2S;[EWE]
girtin	de-ş-it-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC2S;[E]
girtin	de-ş-î-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC3S;[EWE]
girtin	de-ş-î-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC3S;[E]
girtin	de-ş-man-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC1P;[EWE]
girtin	de-ş-man-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC1P;[E]
girtin	de-ş-tan-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC2P;[EWE]
girtin	de-ş-tan-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC2P;[E]
girtin	de-ş-yan-gir-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC3P;[EWE]
girtin	de-ş-yan-gir-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];ArgAC3P;[E]
girtin	de-t-gir-în-ewe	V;PRS;IND;ArgNO1P;ArgAC2S;[EWE]
girtin	de-t-gir-în-e	V;PRS;IND;ArgNO1P;ArgAC2S;[E]
girtin	de-y-gir-în-ewe	V;PRS;IND;ArgNO1P;ArgAC3S;[EWE]
girtin	de-y-gir-în-e	V;PRS;IND;ArgNO1P;ArgAC3S;[E]
girtin	de-tan-gir-în-ewe	V;PRS;IND;ArgNO1P;ArgAC2P;[EWE]
girtin	de-tan-gir-în-e	V;PRS;IND;ArgNO1P;ArgAC2P;[E]
girtin	de-yan-gir-în-ewe	V;PRS;IND;ArgNO1P;ArgAC3P;[EWE]
girtin	de-yan-gir-în-e	V;PRS;IND;ArgNO1P;ArgAC3P;[E]
girtin	de-ş-gir-în-ewe	V;PRS;IND;ArgNO1P;[ÎŞ];[EWE]
girtin	de-ş-gir-în-e	V;PRS;IND;ArgNO1P;[ÎŞ];[E]
girtin	de-ş-it-gir-în-ewe	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC2S;[EWE]
girtin	de-ş-it-gir-în-e	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC2S;[E]
girtin	de-ş-î-gir-în-ewe	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC3S;[EWE]
girtin	de-ş-î-gir-în-e	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC3S;[E]
girtin	de-ş-tan-gir-în-ewe	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC2P;[EWE]
girtin	de-ş-tan-gir-în-e	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC2P;[E]
girtin	de-ş-yan-gir-în-ewe	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC3P;[EWE]
girtin	de-ş-yan-gir-în-e	V;PRS;IND;ArgNO1P;[ÎŞ];ArgAC3P;[E]
girtin	de-m-gir-in-ewe	V;PRS;IND;ArgNO2P;ArgAC1S;[EWE]
girtin	de-m-gir-in-e	V;PRS;IND;ArgNO2P;ArgAC1S;[E]
girtin	de-y-gir-in-ewe	V;PRS;IND;ArgNO2P;ArgAC3S;[EWE]
girtin	de-y-gir-in-e	V;PRS;IND;ArgNO2P;ArgAC3S;[E]
