Inflections: 3180 forms
Lemma	Form	Analysis (UniMorph)
girtin	girt-îş-man-ewe	V;PST;IND;ArgAB3S;[ÎŞ];ArgER1P;[EWE]
girtin	girt-îş-man-e	V;PST;IND;ArgAB3S;[ÎŞ];ArgER1P;[E]
girtin	girt-îş-tan-ewe	V;PST;IND;ArgAB3S;[ÎŞ];ArgER2P;[EWE]
girtin	girt-îş-tan-e	V;PST;IND;ArgAB3S;[ÎŞ];ArgER2P;[E]
girtin	girt-îş-yan-ewe	V;PST;IND;ArgAB3S;[ÎŞ];ArgER3P;[EWE]
girtin	girt-îş-yan-e	V;PST;IND;ArgAB3S;[ÎŞ];ArgER3P;[E]
girtin	girt-it-în-ewe	V;PST;IND;ArgAB1P;ArgER2S;[EWE]
girtin	girt-it-în-e	V;PST;IND;ArgAB1P;ArgER2S;[E]
girtin	girt-în-î-yewe	V;PST;IND;ArgAB1P;ArgER3S;[EWE]
girtin	girt-în-î-ye	V;PST;IND;ArgAB1P;ArgER3S;[E]
girtin	girt-tan-în-ewe	V;PST;IND;ArgAB1P;ArgER2P;[EWE]
girtin	girt-tan-în-e	V;PST;IND;ArgAB1P;ArgER2P;[E]
girtin	girt-yan-în-ewe	V;PST;IND;ArgAB1P;ArgER3P;[EWE]
girtin	girt-yan-în-e	V;PST;IND;ArgAB1P;ArgER3P;[E]
girtin	girt-îş-în-ewe	V;PST;IND;ArgAB1P;[ÎŞ];[EWE]
girtin	girt-îş-în-e	V;PST;IND;ArgAB1P;[ÎŞ];[E]
girtin	girt-îş-it-în-ewe	V;PST;IND;ArgAB1P;[ÎŞ];ArgER2S;[EWE]
girtin	girt-îş-it-în-e	V;PST;IND;ArgAB1P;[ÎŞ];ArgER2S;[E]
girtin	girt-îş-în-î-yewe	V;PST;IND;ArgAB1P;[ÎŞ];ArgER3S;[EWE]
girtin	girt-îş-în-î-ye	V;PST;IND;ArgAB1P;[ÎŞ];ArgER3S;[E]
girtin	girt-îş-tan-în-ewe	V;PST;IND;ArgAB1P;[ÎŞ];ArgER2P;[EWE]
girtin	girt-îş-tan-în-e	V;PST;IND;ArgAB1P;[ÎŞ];ArgER2P;[E]
girtin	girt-îş-yan-în-ewe	V;PST;IND;ArgAB1P;[ÎŞ];ArgER3P;[EWE]
girtin	girt-îş-yan-în-e	V;PST;IND;ArgAB1P;[ÎŞ];ArgER3P;[E]
girtin	girt-im-in-ewe	V;PST;IND;ArgAB2P;ArgER1S;[EWE]
girtin	girt-im-in-e	V;PST;IND;ArgAB2P;ArgER1S;[E]
girtin	girt-in-î-yewe	V;PST;IND;ArgAB2P;ArgER3S;[EWE]
girtin	girt-in-î-ye	V;PST;IND;ArgAB2P;ArgER3S;[E]
girtin	girt-man-in-ewe	V;PST;IND;ArgAB2P;ArgER1P;[EWE]
girtin	girt-man-in-e	V;PST;IND;ArgAB2P;ArgER1P;[E]
girtin	girt-yan-in-ewe	V;PST;IND;ArgAB2P;ArgER3P;[EWE]
girtin	girt-yan-in-e	V;PST;IND;ArgAB2P;ArgER3P;[E]
girtin	girt-îş-in-ewe	V;PST;IND;ArgAB2P;[ÎŞ];[EWE]
girtin	girt-îş-in-e	V;PST;IND;ArgAB2P;[ÎŞ];[E]
girtin	girt-îş-im-in-ewe	V;PST;IND;ArgAB2P;[ÎŞ];ArgER1S;[EWE]
girtin	girt-îş-im-in-e	V;PST;IND;ArgAB2P;[ÎŞ];ArgER1S;[E]
girtin	girt-îş-in-î-yewe	V;PST;IND;ArgAB2P;[ÎŞ];ArgER3S;[EWE]
girtin	girt-îş-in-î-ye	V;PST;IND;ArgAB2P;[ÎŞ];ArgER3S;[E]
girtin	girt-îş-man-in-ewe	V;PST;IND;ArgAB2P;[ÎŞ];ArgER1P;[EWE]
girtin	girt-îş-man-in-e	V;PST;IND;ArgAB2P;[ÎŞ];ArgER1P;[E]
girtin	girt-îş-yan-in-ewe	V;PST;IND;ArgAB2P;[ÎŞ];ArgER3P;[EWE]
girtin	girt-îş-yan-in-e	V;PST;IND;ArgAB2P;[ÎŞ];ArgER3P;[E]
girtin	girt-im-in-ewe	V;PST;IND;ArgAB3P;ArgER1S;[EWE]
girtin	girt-im-in-e	V;PST;IND;ArgAB3P;ArgER1S;[E]
girtin	girt-it-in-ewe	V;PST;IND;ArgAB3P;ArgER2S;[EWE]
girtin	girt-it-in-e	V;PST;IND;ArgAB3P;ArgER2S;[E]
girtin	girt-in-î-yewe	V;PST;IND;ArgAB3P;ArgER3S;[EWE]
girtin	girt-in-î-ye	V;PST;IND;ArgAB3P;ArgER3S;[E]
girtin	girt-man-in-ewe	V;PST;IND;ArgAB3P;ArgER1P;[EWE]
girtin	girt-man-in-e	V;PST;IND;ArgAB3P;ArgER1P;[E]
girtin	girt-tan-in-ewe	V;PST;IND;ArgAB3P;ArgER2P;[EWE]
girtin	girt-tan-in-e	V;PST;IND;ArgAB3P;ArgER2P;[E]
girtin	girt-yan-in-ewe	V;PST;IND;ArgAB3P;ArgER3P;[EWE]
girtin	girt-yan-in-e	V;PST;IND;ArgAB3P;ArgER3P;[E]
girtin	girt-îş-in-ewe	V;PST;IND;ArgAB3P;[ÎŞ];[EWE]
girtin	girt-îş-in-e	V;PST;IND;ArgAB3P;[ÎŞ];[E]
girtin	girt-îş-im-in-ewe	V;PST;IND;ArgAB3P;[ÎŞ];ArgER1S;[EWE]
girtin	girt-îş-im-in-e	V;PST;IND;ArgAB3P;[ÎŞ];ArgER1S;[E]
girtin	girt-îş-it-in-ewe	V;PST;IND;ArgAB3P;[ÎŞ];ArgER2S;[EWE]
girtin	girt-îş-it-in-e	V;PST;IND;ArgAB3P;[ÎŞ];ArgER2S;[E]
girtin	girt-îş-in-î-yewe	V;PST;IND;ArgAB3P;[ÎŞ];ArgER3S;[EWE]
girtin	girt-îş-in-î-ye	V;PST;IND;ArgAB3P;[ÎŞ];ArgER3S;[E]
girtin	girt-îş-man-in-ewe	V;PST;IND;ArgAB3P;[ÎŞ];ArgER1P;[EWE]
girtin	girt-îş-man-in-e	V;PST;IND;ArgAB3P;[ÎŞ];ArgER1P;[E]
girtin	girt-îş-tan-in-ewe	V;PST;IND;ArgAB3P;[ÎŞ];ArgER2P;[EWE]
girtin	girt-îş-tan-in-e	V;PST;IND;ArgAB3P;[ÎŞ];ArgER2P;[E]
girtin	girt-îş-yan-in-ewe	V;PST;IND;ArgAB3P;[ÎŞ];ArgER3P;[EWE]
girtin	girt-îş-yan-in-e	V;PST;IND;ArgAB3P;[ÎŞ];ArgER3P;[E]
girtin	ne-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;[EWE]
girtin	ne-girt-im-e	V;PST;IND;NEG;ArgAB1S;[E]
girtin	ne-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;[EWE]
girtin	ne-girt-ît-e	V;PST;IND;NEG;ArgAB2S;[E]
girtin	ne-girt-ewe	V;PST;IND;NEG;ArgAB3S;[EWE]
girtin	ne-girt-e	V;PST;IND;NEG;ArgAB3S;[E]
girtin	ne-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;[EWE]
girtin	ne-girt-în-e	V;PST;IND;NEG;ArgAB1P;[E]
girtin	ne-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;[EWE]
girtin	ne-girt-in-e	V;PST;IND;NEG;ArgAB2P;[E]
girtin	ne-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[EWE]
girtin	ne-girt-in-e	V;PST;IND;NEG;ArgAB3P;[E]
girtin	ne-t-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;ArgER2S;[EWE]
girtin	ne-t-girt-im-e	V;PST;IND;NEG;ArgAB1S;ArgER2S;[E]
girtin	ne-y-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;ArgER3S;[EWE]
girtin	ne-y-girt-im-e	V;PST;IND;NEG;ArgAB1S;ArgER3S;[E]
girtin	ne-tan-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;ArgER2P;[EWE]
girtin	ne-tan-girt-im-e	V;PST;IND;NEG;ArgAB1S;ArgER2P;[E]
girtin	ne-yan-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;ArgER3P;[EWE]
girtin	ne-yan-girt-im-e	V;PST;IND;NEG;ArgAB1S;ArgER3P;[E]
girtin	ne-ş-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;[ÎŞ];[EWE]
girtin	ne-ş-girt-im-e	V;PST;IND;NEG;ArgAB1S;[ÎŞ];[E]
girtin	ne-ş-it-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER2S;[EWE]
girtin	ne-ş-it-girt-im-e	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER2S;[E]
girtin	ne-ş-î-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER3S;[EWE]
girtin	ne-ş-î-girt-im-e	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER3S;[E]
girtin	ne-ş-tan-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER2P;[EWE]
girtin	ne-ş-tan-girt-im-e	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER2P;[E]
girtin	ne-ş-yan-girt-im-ewe	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER3P;[EWE]
girtin	ne-ş-yan-girt-im-e	V;PST;IND;NEG;ArgAB1S;[ÎŞ];ArgER3P;[E]
girtin	ne-m-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;ArgER1S;[EWE]
girtin	ne-m-girt-ît-e	V;PST;IND;NEG;ArgAB2S;ArgER1S;[E]
girtin	ne-y-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;ArgER3S;[EWE]
girtin	ne-y-girt-ît-e	V;PST;IND;NEG;ArgAB2S;ArgER3S;[E]
girtin	ne-man-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;ArgER1P;[EWE]
girtin	ne-man-girt-ît-e	V;PST;IND;NEG;ArgAB2S;ArgER1P;[E]
girtin	ne-yan-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;ArgER3P;[EWE]
girtin	ne-yan-girt-ît-e	V;PST;IND;NEG;ArgAB2S;ArgER3P;[E]
girtin	ne-ş-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;[ÎŞ];[EWE]
girtin	ne-ş-girt-ît-e	V;PST;IND;NEG;ArgAB2S;[ÎŞ];[E]
girtin	ne-ş-im-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER1S;[EWE]
girtin	ne-ş-im-girt-ît-e	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER1S;[E]
girtin	ne-ş-î-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER3S;[EWE]
girtin	ne-ş-î-girt-ît-e	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER3S;[E]
girtin	ne-ş-man-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER1P;[EWE]
girtin	ne-ş-man-girt-ît-e	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER1P;[E]
girtin	ne-ş-yan-girt-ît-ewe	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER3P;[EWE]
girtin	ne-ş-yan-girt-ît-e	V;PST;IND;NEG;ArgAB2S;[ÎŞ];ArgER3P;[E]
girtin	ne-m-girt-ewe	V;PST;IND;NEG;ArgAB3S;ArgER1S;[EWE]
girtin	ne-m-girt-e	V;PST;IND;NEG;ArgAB3S;ArgER1S;[E]
girtin	ne-t-girt-ewe	V;PST;IND;NEG;ArgAB3S;ArgER2S;[EWE]
girtin	ne-t-girt-e	V;PST;IND;NEG;ArgAB3S;ArgER2S;[E]
girtin	ne-y-girt-ewe	V;PST;IND;NEG;ArgAB3S;ArgER3S;[EWE]
girtin	ne-y-girt-e	V;PST;IND;NEG;ArgAB3S;ArgER3S;[E]
girtin	ne-man-girt-ewe	V;PST;IND;NEG;ArgAB3S;ArgER1P;[EWE]
girtin	ne-man-girt-e	V;PST;IND;NEG;ArgAB3S;ArgER1P;[E]
girtin	ne-tan-girt-ewe	V;PST;IND;NEG;ArgAB3S;ArgER2P;[EWE]
girtin	ne-tan-girt-e	V;PST;IND;NEG;ArgAB3S;ArgER2P;[E]
girtin	ne-yan-girt-ewe	V;PST;IND;NEG;ArgAB3S;ArgER3P;[EWE]
girtin	ne-yan-girt-e	V;PST;IND;NEG;ArgAB3S;ArgER3P;[E]
girtin	ne-ş-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];[EWE]
girtin	ne-ş-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];[E]
girtin	ne-ş-im-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER1S;[EWE]
girtin	ne-ş-im-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER1S;[E]
girtin	ne-ş-it-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER2S;[EWE]
girtin	ne-ş-it-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER2S;[E]
girtin	ne-ş-î-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER3S;[EWE]
girtin	ne-ş-î-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER3S;[E]
girtin	ne-ş-man-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER1P;[EWE]
girtin	ne-ş-man-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER1P;[E]
girtin	ne-ş-tan-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER2P;[EWE]
girtin	ne-ş-tan-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER2P;[E]
girtin	ne-ş-yan-girt-ewe	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER3P;[EWE]
girtin	ne-ş-yan-girt-e	V;PST;IND;NEG;ArgAB3S;[ÎŞ];ArgER3P;[E]
girtin	ne-t-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;ArgER2S;[EWE]
girtin	ne-t-girt-în-e	V;PST;IND;NEG;ArgAB1P;ArgER2S;[E]
girtin	ne-y-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;ArgER3S;[EWE]
girtin	ne-y-girt-în-e	V;PST;IND;NEG;ArgAB1P;ArgER3S;[E]
girtin	ne-tan-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;ArgER2P;[EWE]
girtin	ne-tan-girt-în-e	V;PST;IND;NEG;ArgAB1P;ArgER2P;[E]
girtin	ne-yan-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;ArgER3P;[EWE]
girtin	ne-yan-girt-în-e	V;PST;IND;NEG;ArgAB1P;ArgER3P;[E]
girtin	ne-ş-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;[ÎŞ];[EWE]
girtin	ne-ş-girt-în-e	V;PST;IND;NEG;ArgAB1P;[ÎŞ];[E]
girtin	ne-ş-it-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER2S;[EWE]
girtin	ne-ş-it-girt-în-e	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER2S;[E]
girtin	ne-ş-î-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER3S;[EWE]
girtin	ne-ş-î-girt-în-e	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER3S;[E]
girtin	ne-ş-tan-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER2P;[EWE]
girtin	ne-ş-tan-girt-în-e	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER2P;[E]
girtin	ne-ş-yan-girt-în-ewe	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER3P;[EWE]
girtin	ne-ş-yan-girt-în-e	V;PST;IND;NEG;ArgAB1P;[ÎŞ];ArgER3P;[E]
girtin	ne-m-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;ArgER1S;[EWE]
girtin	ne-m-girt-in-e	V;PST;IND;NEG;ArgAB2P;ArgER1S;[E]
girtin	ne-y-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;ArgER3S;[EWE]
girtin	ne-y-girt-in-e	V;PST;IND;NEG;ArgAB2P;ArgER3S;[E]
girtin	ne-man-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;ArgER1P;[EWE]
girtin	ne-man-girt-in-e	V;PST;IND;NEG;ArgAB2P;ArgER1P;[E]
girtin	ne-yan-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;ArgER3P;[EWE]
girtin	ne-yan-girt-in-e	V;PST;IND;NEG;ArgAB2P;ArgER3P;[E]
girtin	ne-ş-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;[ÎŞ];[EWE]
girtin	ne-ş-girt-in-e	V;PST;IND;NEG;ArgAB2P;[ÎŞ];[E]
girtin	ne-ş-im-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER1S;[EWE]
girtin	ne-ş-im-girt-in-e	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER1S;[E]
girtin	ne-ş-î-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER3S;[EWE]
girtin	ne-ş-î-girt-in-e	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER3S;[E]
girtin	ne-ş-man-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER1P;[EWE]
girtin	ne-ş-man-girt-in-e	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER1P;[E]
girtin	ne-ş-yan-girt-in-ewe	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER3P;[EWE]
girtin	ne-ş-yan-girt-in-e	V;PST;IND;NEG;ArgAB2P;[ÎŞ];ArgER3P;[E]
girtin	ne-m-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;ArgER1S;[EWE]
girtin	ne-m-girt-in-e	V;PST;IND;NEG;ArgAB3P;ArgER1S;[E]
girtin	ne-t-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;ArgER2S;[EWE]
girtin	ne-t-girt-in-e	V;PST;IND;NEG;ArgAB3P;ArgER2S;[E]
girtin	ne-y-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;ArgER3S;[EWE]
girtin	ne-y-girt-in-e	V;PST;IND;NEG;ArgAB3P;ArgER3S;[E]
girtin	ne-man-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;ArgER1P;[EWE]
girtin	ne-man-girt-in-e	V;PST;IND;NEG;ArgAB3P;ArgER1P;[E]
girtin	ne-tan-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;ArgER2P;[EWE]
girtin	ne-tan-girt-in-e	V;PST;IND;NEG;ArgAB3P;ArgER2P;[E]
girtin	ne-yan-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;ArgER3P;[EWE]
girtin	ne-yan-girt-in-e	V;PST;IND;NEG;ArgAB3P;ArgER3P;[E]
girtin	ne-ş-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];[EWE]
girtin	ne-ş-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];[E]
girtin	ne-ş-im-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER1S;[EWE]
girtin	ne-ş-im-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER1S;[E]
girtin	ne-ş-it-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER2S;[EWE]
girtin	ne-ş-it-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER2S;[E]
girtin	ne-ş-î-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER3S;[EWE]
girtin	ne-ş-î-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER3S;[E]
girtin	ne-ş-man-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER1P;[EWE]
girtin	ne-ş-man-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER1P;[E]
girtin	ne-ş-tan-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER2P;[EWE]
girtin	ne-ş-tan-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER2P;[E]
girtin	ne-ş-yan-girt-in-ewe	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER3P;[EWE]
girtin	ne-ş-yan-girt-in-e	V;PST;IND;NEG;ArgAB3P;[ÎŞ];ArgER3P;[E]
girtin	de-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;[EWE]
girtin	de-girt-im-e	V;PST;IPFV;IND;ArgAB1S;[E]
girtin	de-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;[EWE]
girtin	de-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;[E]
girtin	de-girt-ewe	V;PST;IPFV;IND;ArgAB3S;[EWE]
girtin	de-girt-e	V;PST;IPFV;IND;ArgAB3S;[E]
girtin	de-girt-în-ewe	V;PST;IPFV;IND;ArgAB1P;[EWE]
girtin	de-girt-în-e	V;PST;IPFV;IND;ArgAB1P;[E]
girtin	de-girt-in-ewe	V;PST;IPFV;IND;ArgAB2P;[EWE]
girtin	de-girt-in-e	V;PST;IPFV;IND;ArgAB2P;[E]
girtin	de-girt-in-ewe	V;PST;IPFV;IND;ArgAB3P;[EWE]
girtin	de-girt-in-e	V;PST;IPFV;IND;ArgAB3P;[E]
girtin	de-t-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;ArgER2S;[EWE]
girtin	de-t-girt-im-e	V;PST;IPFV;IND;ArgAB1S;ArgER2S;[E]
girtin	de-y-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;ArgER3S;[EWE]
girtin	de-y-girt-im-e	V;PST;IPFV;IND;ArgAB1S;ArgER3S;[E]
girtin	de-tan-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;ArgER2P;[EWE]
girtin	de-tan-girt-im-e	V;PST;IPFV;IND;ArgAB1S;ArgER2P;[E]
girtin	de-yan-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;ArgER3P;[EWE]
girtin	de-yan-girt-im-e	V;PST;IPFV;IND;ArgAB1S;ArgER3P;[E]
girtin	de-ş-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];[EWE]
girtin	de-ş-girt-im-e	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];[E]
girtin	de-ş-it-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER2S;[EWE]
girtin	de-ş-it-girt-im-e	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER2S;[E]
girtin	de-ş-î-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER3S;[EWE]
girtin	de-ş-î-girt-im-e	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER3S;[E]
girtin	de-ş-tan-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER2P;[EWE]
girtin	de-ş-tan-girt-im-e	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER2P;[E]
girtin	de-ş-yan-girt-im-ewe	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER3P;[EWE]
girtin	de-ş-yan-girt-im-e	V;PST;IPFV;IND;ArgAB1S;[ÎŞ];ArgER3P;[E]
girtin	de-m-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;ArgER1S;[EWE]
girtin	de-m-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;ArgER1S;[E]
girtin	de-y-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;ArgER3S;[EWE]
girtin	de-y-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;ArgER3S;[E]
girtin	de-man-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;ArgER1P;[EWE]
girtin	de-man-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;ArgER1P;[E]
girtin	de-yan-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;ArgER3P;[EWE]
girtin	de-yan-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;ArgER3P;[E]
girtin	de-ş-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];[EWE]
girtin	de-ş-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];[E]
girtin	de-ş-im-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER1S;[EWE]
girtin	de-ş-im-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER1S;[E]
girtin	de-ş-î-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER3S;[EWE]
girtin	de-ş-î-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER3S;[E]
girtin	de-ş-man-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER1P;[EWE]
girtin	de-ş-man-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER1P;[E]
girtin	de-ş-yan-girt-ît-ewe	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER3P;[EWE]
girtin	de-ş-yan-girt-ît-e	V;PST;IPFV;IND;ArgAB2S;[ÎŞ];ArgER3P;[E]
girtin	de-m-girt-ewe	V;PST;IPFV;IND;ArgAB3S;ArgER1S;[EWE]
girtin	de-m-girt-e	V;PST;IPFV;IND;ArgAB3S;ArgER1S;[E]
girtin	de-t-girt-ewe	V;PST;IPFV;IND;ArgAB3S;ArgER2S;[EWE]
girtin	de-t-girt-e	V;PST;IPFV;IND;ArgAB3S;ArgER2S;[E]
girtin	de-y-girt-ewe	V;PST;IPFV;IND;ArgAB3S;ArgER3S;[EWE]
girtin	de-y-girt-e	V;PST;IPFV;IND;ArgAB3S;ArgER3S;[E]
girtin	de-man-girt-ewe	V;PST;IPFV;IND;ArgAB3S;ArgER1P;[EWE]
girtin	de-man-girt-e	V;PST;IPFV;IND;ArgAB3S;ArgER1P;[E]
girtin	de-tan-girt-ewe	V;PST;IPFV;IND;ArgAB3S;ArgER2P;[EWE]
girtin	de-tan-girt-e	V;PST;IPFV;IND;ArgAB3S;ArgER2P;[E]
girtin	de-yan-girt-ewe	V;PST;IPFV;IND;ArgAB3S;ArgER3P;[EWE]
girtin	de-yan-girt-e	V;PST;IPFV;IND;ArgAB3S;ArgER3P;[E]
girtin	de-ş-girt-ewe	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];[EWE]
girtin	de-ş-girt-e	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];[E]
girtin	de-ş-im-girt-ewe	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];ArgER1S;[EWE]
girtin	de-ş-im-girt-e	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];ArgER1S;[E]
girtin	de-ş-it-girt-ewe	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];ArgER2S;[EWE]
girtin	de-ş-it-girt-e	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];ArgER2S;[E]
girtin	de-ş-î-girt-ewe	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];ArgER3S;[EWE]
girtin	de-ş-î-girt-e	V;PST;IPFV;IND;ArgAB3S;[ÎŞ];ArgER3S;[E]
